Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Year,Month,Day_Perc_Change,Trend,lower,avg,upper,Call
2018-07-12,INFY,EQ,1320.45,1326.1,1327.1,1284.45,1295.0,1294.35,1299.24,6636120,8621906526.25,189258,3884375,58.53,2018,7,-1.976598886743164,Negative,1248.879945356555,1302.4321428571434,1355.9843403577318,Hold Buy/Liquidate Short
2018-07-13,INFY,EQ,1294.35,1315.0,1331.6,1298.35,1323.0,1317.4,1315.39,9748079,12822503746.05,205562,4621538,47.41,2018,7,1.7808166261057856,Positive,1254.4982377981871,1305.6428571428576,1356.787476487528,Hold Short/Liquidate Buy
2018-07-16,INFY,EQ,1317.4,1317.4,1384.4,1287.7,1336.0,1332.85,1345.93,17672340,23785647475.95,357607,5265555,29.8,2018,7,1.1727645362076708,Positive,1259.1792021519145,1309.5714285714291,1359.9636549909437,Hold Short/Liquidate Buy
2018-07-17,INFY,EQ,1332.85,1329.7,1349.5,1312.7,1327.3,1327.9,1333.08,5580845,7439721781.85,114793,2701704,48.41,2018,7,-0.3713846269272514,Slight or No change,1268.0207392721973,1313.7071428571435,1359.3935464420897,Hold Short/Liquidate Buy
2018-07-18,INFY,EQ,1327.9,1339.8,1343.4,1314.0,1323.0,1322.55,1325.16,3459508,4584405276.5,134074,1682833,48.64,2018,7,-0.4028917840198876,Slight or No change,1272.3728497751486,1316.060714285715,1359.7485787962814,Hold Short/Liquidate Buy
2018-07-19,INFY,EQ,1322.55,1323.0,1331.9,1309.1,1315.95,1316.7,1318.01,2559432,3373347800.7,133339,1483151,57.95,2018,7,-0.4423273222184387,Slight or No change,1273.3501843076172,1316.7392857142863,1360.1283871209555,Hold Buy/Liquidate Short
2018-07-20,INFY,EQ,1316.7,1326.0,1367.15,1321.3,1352.0,1348.1,1352.12,5852869,7913782036.85,149871,2819424,48.17,2018,7,2.3847497531708006,Positive,1272.0672296829116,1317.6964285714291,1363.3256274599466,Hold Short/Liquidate Buy
2018-07-23,INFY,EQ,1348.1,1352.15,1368.0,1336.25,1351.9,1355.95,1350.21,3837851,5181886478.25,104002,2443216,63.66,2018,7,0.5823010162451014,Slight positive,1271.6776292361085,1317.853571428572,1364.0295136210354,Hold Short/Liquidate Buy
2018-07-24,INFY,EQ,1355.95,1374.4,1382.4,1356.0,1375.35,1377.15,1368.92,3086123,4224648378.8,104916,1877815,60.85,2018,7,1.5634794793318418,Positive,1265.715604476496,1320.1357142857148,1374.5558240949335,Short
2018-07-25,INFY,EQ,1377.15,1379.0,1393.8,1365.45,1381.15,1383.75,1383.06,3468461,4797085713.95,110230,1922712,55.43,2018,7,0.4792506262934149,Slight or No change,1267.3754370585827,1327.2607142857148,1387.1459915128469,Hold Short/Liquidate Buy
2018-07-26,INFY,EQ,1383.75,1378.55,1390.4,1369.2,1373.7,1373.25,1377.36,3681109,5070228477.2,139712,2424410,65.86,2018,7,-0.7588075880758827,Slight negative,1274.5101118851542,1333.6178571428577,1392.7256024005612,Hold Short/Liquidate Buy
2018-07-27,INFY,EQ,1373.25,1373.2,1389.0,1368.3,1371.2,1373.45,1377.08,3246616,4470848815.0,101649,2173390,66.94,2018,7,0.01456399053341162,Slight or No change,1279.8900218417343,1338.9464285714294,1398.0028353011244,Hold Short/Liquidate Buy
2018-07-30,INFY,EQ,1373.45,1370.0,1373.0,1348.0,1351.0,1351.0,1356.75,3204985,4348358645.0,193055,2451679,76.5,2018,7,-1.6345698787724403,Negative,1287.312030386629,1342.4892857142863,1397.6665410419437,Hold Short/Liquidate Buy
2018-07-31,INFY,EQ,1351.0,1348.55,1370.0,1335.55,1368.0,1365.1,1351.3,3971998,5367357704.5,122270,2765105,69.61,2018,7,1.043671354552167,Positive,1290.8281915226576,1345.678571428572,1400.5289513344865,Hold Short/Liquidate Buy
2018-08-01,INFY,EQ,1365.1,1363.8,1368.45,1351.0,1352.0,1354.05,1355.85,2337853,3169781272.9,106719,1654129,70.75,2018,8,-0.8094645080946372,Slight negative,1303.6703722609996,1349.9428571428577,1396.215342024716,Hold Short/Liquidate Buy
2018-08-02,INFY,EQ,1354.05,1359.6,1366.75,1350.15,1353.4,1353.65,1357.31,2970371,4031719296.7,87744,2138372,71.99,2018,8,-0.029541006609790088,Slight or No change,1310.216268273754,1352.5321428571435,1394.848017440533,Hold Short/Liquidate Buy
2018-08-03,INFY,EQ,1353.65,1366.2,1366.2,1356.0,1365.75,1364.1,1361.34,1985195,2702515816.15,70696,1384580,69.75,2018,8,0.7719868503675009,Slight positive,1313.6407115548425,1354.7642857142862,1395.88785987373,Hold Short/Liquidate Buy
2018-08-06,INFY,EQ,1364.1,1366.05,1375.0,1347.5,1364.0,1360.65,1358.6,3089465,4197345187.2,68270,2128983,68.91,2018,8,-0.2529140092368487,Slight or No change,1318.9436959190791,1357.103571428572,1395.2634469380648,Hold Short/Liquidate Buy
2018-08-07,INFY,EQ,1360.65,1374.0,1379.95,1360.65,1367.0,1367.95,1366.36,3675764,5022426260.9,100730,1600841,43.55,2018,8,0.5365082864807302,Slight positive,1327.487558693279,1360.3464285714292,1393.2052984495795,Hold Short/Liquidate Buy
2018-08-08,INFY,EQ,1367.95,1371.8,1372.5,1353.3,1362.0,1362.75,1362.16,1996179,2719109392.5,80731,1405581,70.41,2018,8,-0.3801308527358493,Slight or No change,1342.4527229748076,1363.6357142857148,1384.818705596622,Hold Buy/Liquidate Short
2018-08-09,INFY,EQ,1362.75,1373.65,1389.45,1373.65,1379.2,1379.95,1381.59,3204762,4427681632.7,134300,2092586,65.3,2018,8,1.2621537332599522,Positive,1345.0767487275705,1365.9107142857151,1386.7446798438598,Hold Short/Liquidate Buy
2018-08-10,INFY,EQ,1379.95,1385.8,1389.0,1373.05,1382.25,1385.45,1380.64,2389760,3299401064.3,82581,1661604,69.53,2018,8,0.3985651654045519,Slight or No change,1345.615363904481,1368.017857142858,1390.420350381235,Hold Short/Liquidate Buy
2018-08-13,INFY,EQ,1385.45,1390.0,1409.85,1378.7,1408.0,1408.75,1401.07,4989873,6991140982.0,138356,2323354,46.56,2018,8,1.681764047782308,Positive,1339.2144202342683,1370.2750000000008,1401.3355797657332,Short
2018-08-14,INFY,EQ,1408.75,1413.95,1424.55,1404.0,1407.45,1408.3,1414.34,3075660,4350014452.65,102688,1670272,54.31,2018,8,-0.03194321206744233,Slight or No change,1335.4152339200182,1372.0285714285721,1408.6419089371261,Hold Short/Liquidate Buy
2018-08-16,INFY,EQ,1408.3,1414.95,1434.9,1411.25,1429.0,1429.55,1426.82,3313387,4727597210.35,115380,2278814,68.78,2018,8,1.5089114535255188,Positive,1328.2119398386733,1376.0500000000006,1423.888060161328,Short
2018-08-17,INFY,EQ,1429.55,1430.9,1437.65,1423.0,1426.55,1430.35,1430.85,3195204,4571856691.4,122779,2222525,69.56,2018,8,0.05596166625860821,Slight or No change,1324.2352070839956,1380.114285714286,1435.9933643445765,Hold Short/Liquidate Buy
2018-08-20,INFY,EQ,1430.35,1388.0,1407.95,1373.5,1388.2,1384.25,1389.04,8050938,11183093868.3,249766,3747784,46.55,2018,8,-3.2229873807110065,Among top losers,1329.1730278594152,1382.489285714286,1435.805543569157,Hold Short/Liquidate Buy
2018-08-21,INFY,EQ,1384.25,1390.0,1396.0,1373.75,1386.0,1383.95,1381.18,4180741,5774338649.9,126003,2280633,54.55,2018,8,-0.021672385768467528,Slight or No change,1331.4675144727837,1383.8357142857149,1436.203914098646,Hold Short/Liquidate Buy
2018-08-23,INFY,EQ,1383.95,1393.0,1401.5,1385.35,1400.0,1397.4,1392.99,3858591,5374993200.9,180710,2737234,70.94,2018,8,0.9718559196502774,Slight positive,1337.0847973195769,1386.9321428571436,1436.7794883947104,Hold Short/Liquidate Buy
2018-08-24,INFY,EQ,1397.4,1396.5,1401.9,1376.1,1379.35,1378.3,1386.47,3526500,4889394601.0,109805,2049349,58.11,2018,8,-1.366824101903541,Negative,1342.2870409102077,1388.6928571428577,1435.0986733755078,Hold Buy/Liquidate Short
2018-08-27,INFY,EQ,1378.3,1383.0,1419.95,1381.4,1416.0,1415.4,1406.0,3506475,4930091750.6,132478,2245599,64.04,2018,8,2.691721686135096,Positive,1346.2156904919188,1392.3571428571436,1438.4985952223683,Hold Short/Liquidate Buy
2018-08-28,INFY,EQ,1415.4,1417.2,1438.4,1411.5,1425.0,1424.7,1427.92,3248445,4638524929.1,100357,1773021,54.58,2018,8,0.6570580754557076,Slight positive,1351.6397660636583,1396.9321428571436,1442.224519650629,Hold Short/Liquidate Buy
2018-08-29,INFY,EQ,1424.7,1433.6,1433.6,1405.15,1411.0,1410.1,1412.92,2823248,3989010655.35,89895,1719084,60.89,2018,8,-1.0247771460658472,Negative,1357.4310514134809,1399.9428571428577,1442.4546628722346,Hold Short/Liquidate Buy
2018-08-30,INFY,EQ,1410.1,1412.8,1421.55,1396.15,1418.1,1416.2,1411.92,5753981,8124160894.05,96074,4034348,70.11,2018,8,0.4325934330898562,Slight or No change,1366.3421015052254,1403.7607142857148,1441.1793270662042,Hold Short/Liquidate Buy
2018-08-31,INFY,EQ,1416.2,1425.1,1454.3,1421.1,1440.0,1441.1,1439.05,5437932,7825437137.85,124025,3589092,66.0,2018,8,1.7582262392317416,Positive,1368.473622871632,1408.1285714285718,1447.7835199855117,Hold Short/Liquidate Buy
2018-09-03,INFY,EQ,1441.1,1449.0,1467.9,1430.0,1436.2,1434.25,1451.3,5488164,7964966272.7,134643,3571594,65.08,2018,9,-0.4753313441121288,Slight or No change,1371.9674519369212,1411.614285714286,1451.261119491651,Hold Short/Liquidate Buy
2018-09-04,INFY,EQ,1434.25,722.0,748.5,716.0,733.0,737.15,739.04,15370124,11359156598.75,258728,6954062,45.24,2018,9,-48.60379989541572,Bear drop,1000.8397364346649,1363.6428571428576,1726.4459778510502,Buy
2018-09-05,INFY,EQ,737.15,741.95,744.05,725.4,729.0,729.9,734.79,8658978,6362539535.15,202826,3839883,44.35,2018,9,-0.9835176015736248,Slight negative,820.7404891501697,1315.185714285715,1809.6309394212603,Buy
2018-09-06,INFY,EQ,729.9,732.55,735.5,724.1,726.0,727.15,730.17,5598659,4087988682.4,134849,3493840,62.4,2018,9,-0.3767639402657896,Slight or No change,685.3555898110305,1265.0142857142866,1844.6729816175427,Hold Buy/Liquidate Short
2018-09-07,INFY,EQ,727.15,734.35,735.15,723.8,734.0,732.8,730.95,6510605,4758936855.35,190264,3810992,58.54,2018,9,0.7770061197827083,Slight positive,579.5371358246313,1215.1892857142866,1850.841435603942,Hold Buy/Liquidate Short
2018-09-10,INFY,EQ,732.8,737.75,747.0,729.4,733.4,730.85,736.29,5629871,4145245236.4,112735,3209244,57.0,2018,9,-0.2661026200873273,Slight or No change,491.7194465164928,1168.517857142858,1845.3162677692233,Hold Buy/Liquidate Short
2018-09-11,INFY,EQ,730.85,735.9,744.75,732.0,733.7,734.3,738.58,6963561,5143145755.5,137146,3665363,52.64,2018,9,0.4720530888691066,Slight or No change,420.3209023263879,1122.1142857142863,1823.9076691021846,Hold Buy/Liquidate Short
2018-09-12,INFY,EQ,734.3,744.4,746.5,736.25,740.9,742.9,741.14,4636617,3436370099.35,144311,2545066,54.89,2018,9,1.1711834400109034,Positive,365.4144018616172,1075.3642857142866,1785.314169566956,Hold Buy/Liquidate Short
2018-09-14,INFY,EQ,742.9,741.9,745.0,729.05,735.0,733.7,735.78,7896514,5810118483.35,191430,4669337,59.13,2018,9,-1.238390092879249,Negative,320.39397571987377,1029.3214285714296,1738.2488814229855,Hold Buy/Liquidate Short
2018-09-17,INFY,EQ,733.7,735.0,740.0,724.6,726.9,725.95,730.79,5427054,3966013456.15,124216,2572371,47.4,2018,9,-1.0562900367997785,Negative,291.1731885861881,980.075000000001,1668.9768114138137,Hold Buy/Liquidate Short
2018-09-18,INFY,EQ,725.95,730.0,730.0,717.0,720.0,719.1,720.33,7729732,5567951788.65,116715,2039349,26.38,2018,9,-0.9435911564157352,Slight negative,278.69754233758897,929.675000000001,1580.6524576624129,Hold Buy/Liquidate Short
2018-09-19,INFY,EQ,719.1,727.0,727.0,713.2,719.6,719.75,719.4,4849498,3488751299.15,142071,2917751,60.17,2018,9,0.09039076623555964,Slight or No change,283.8419185682618,880.3642857142867,1476.8866528603116,Hold Buy/Liquidate Short
2018-09-21,INFY,EQ,719.75,713.85,717.4,692.0,710.0,705.3,706.4,14350769,10137378693.65,238115,9880217,68.85,2018,9,-2.0076415422021543,Negative,314.0111603564668,829.5857142857151,1345.1602682149633,Hold Buy/Liquidate Short
2018-09-24,INFY,EQ,705.3,706.5,729.95,706.5,719.95,718.25,721.56,8637881,6232738762.95,183918,5604772,64.89,2018,9,1.8360981142776291,Positive,399.686564664043,777.9535714285722,1156.2205781931016,Hold Buy/Liquidate Short
2018-09-25,INFY,EQ,718.25,718.25,736.0,717.0,726.0,726.2,727.76,9602273,6988194861.4,223780,5283327,55.02,2018,9,1.106856943961021,Positive,708.3800405425402,727.3785714285723,746.3771023146044,Hold Buy/Liquidate Short
2018-09-26,INFY,EQ,726.2,731.2,731.85,712.0,719.9,717.85,720.78,6599606,4756877824.15,110456,4301995,65.19,2018,9,-1.1498209859542865,Negative,707.2565909019012,726.0000000000009,744.7434090981006,Hold Buy/Liquidate Short
2018-09-27,INFY,EQ,717.85,722.0,730.8,717.45,724.3,724.8,724.8,14592616,10576733251.7,147797,10485355,71.85,2018,9,0.96816883750086,Slight positive,707.0210208101255,725.6357142857152,744.2504077613048,Hold Buy/Liquidate Short
2018-09-28,INFY,EQ,724.8,721.0,734.55,715.2,731.7,730.05,727.98,7490031,5452629799.5,166682,4590662,61.29,2018,9,0.7243377483443725,Slight positive,707.0915348450724,725.842857142858,744.5941794406435,Hold Short/Liquidate Buy
2018-10-01,INFY,EQ,730.05,737.5,754.9,733.0,742.95,746.65,745.05,8252398,6148484239.1,160489,4483016,54.32,2018,10,2.2738168618587906,Positive,705.2517169989009,726.8321428571437,748.4125687153866,Hold Short/Liquidate Buy
2018-10-03,INFY,EQ,746.65,743.8,751.95,726.3,728.55,728.5,738.21,7792464,5752480100.25,184479,4931984,63.29,2018,10,-2.4308578316480256,Negative,705.1821490001341,726.6642857142866,748.1464224284391,Hold Short/Liquidate Buy
2018-10-04,INFY,EQ,728.5,728.5,729.75,702.5,711.0,707.2,711.02,6173037,4389159560.9,150299,3617395,58.6,2018,10,-2.9238160603980767,Negative,701.4053339475374,724.7285714285724,748.0518089096074,Hold Buy/Liquidate Short
2018-10-05,INFY,EQ,707.2,713.0,731.5,709.3,722.5,724.6,717.57,8543578,6130589981.25,141622,4727502,55.33,2018,10,2.4604072398189962,Positive,702.5643429173556,723.4214285714296,744.2785142255036,Hold Short/Liquidate Buy
2018-10-08,INFY,EQ,724.6,725.05,728.7,709.25,714.65,714.45,717.09,7259306,5205581861.9,244347,4344672,59.85,2018,10,-1.4007728401876918,Negative,701.5737276377508,722.0464285714296,742.5191295051084,Hold Buy/Liquidate Short
2018-10-09,INFY,EQ,714.45,717.1,722.4,702.65,721.0,717.75,711.05,6777212,4818903576.8,116349,3665401,54.08,2018,10,0.4618937644341736,Slight or No change,700.9999007605089,721.4607142857152,741.9215278109215,Hold Buy/Liquidate Short
2018-10-10,INFY,EQ,717.75,719.9,719.9,695.4,700.35,700.45,703.19,8866251,6234700032.75,219744,4098711,46.23,2018,10,-2.4103099965168906,Negative,696.7808416991134,720.1285714285724,743.4763011580314,Hold Buy/Liquidate Short
2018-10-11,INFY,EQ,700.45,685.0,692.9,663.3,675.4,673.35,676.06,10985897,7427150380.05,285534,5910635,53.8,2018,10,-3.868941394817616,Among top losers,682.5935671008358,716.8142857142867,751.0350043277376,Buy
2018-10-12,INFY,EQ,673.35,676.4,684.05,661.5,678.15,678.8,673.71,8909221,6002268066.8,214848,4229073,47.47,2018,10,0.8093859062894282,Slight positive,675.431279570251,714.9214285714296,754.4115775726082,Hold Buy/Liquidate Short
2018-10-15,INFY,EQ,678.8,688.6,705.0,681.5,703.5,698.8,691.39,6222176,4301952210.65,121763,3187712,51.23,2018,10,2.9463759575721893,Positive,673.1871573304853,713.5321428571439,753.8771283838024,Hold Buy/Liquidate Short
2018-10-16,INFY,EQ,698.8,710.0,713.9,689.4,692.0,695.25,702.32,11588963,8139197320.7,266266,4829861,41.68,2018,10,-0.5080137378362881,Slight negative,670.5767316198779,711.3214285714295,752.066125522981,Hold Buy/Liquidate Short
2018-10-17,INFY,EQ,695.25,710.0,721.8,701.35,705.5,705.35,711.55,20360697,14487628785.05,280701,8842531,43.43,2018,10,1.4527148507730958,Positive,669.7523694598922,710.4285714285724,751.1047733972525,Hold Buy/Liquidate Short
2018-10-19,INFY,EQ,705.35,687.0,687.7,678.0,683.5,683.55,682.35,10421001,7110757250.65,245258,6658247,63.89,2018,10,-3.0906642092578207,Among top losers,665.3407032273755,707.4821428571438,749.6235824869121,Hold Buy/Liquidate Short
2018-10-22,INFY,EQ,683.55,688.7,695.05,673.8,680.5,679.95,679.08,6672840,4531381462.3,118989,4592757,68.83,2018,10,-0.5266622778143382,Slight negative,661.5094414958712,703.9035714285725,746.2977013612738,Hold Buy/Liquidate Short
2018-10-23,INFY,EQ,679.95,675.95,682.0,653.3,663.05,657.6,663.77,9041701,6001591447.55,206699,6249984,69.12,2018,10,-3.2870063975292347,Among top losers,656.0646171174191,697.5428571428582,739.0210971682974,Hold Buy/Liquidate Short
2018-10-24,INFY,EQ,657.6,663.0,666.5,647.15,650.0,649.8,653.45,7058164,4612127164.25,151398,4319821,61.2,2018,10,-1.186131386861322,Negative,647.3031378361778,691.9214285714296,736.5397193066814,Hold Buy/Liquidate Short
2018-10-25,INFY,EQ,649.8,643.0,656.35,636.25,647.3,648.75,647.53,8270469,5355339309.35,196622,5315499,64.27,2018,10,-0.1615881809787556,Slight or No change,638.579891103381,687.7464285714295,736.9129660394781,Hold Buy/Liquidate Short
2018-10-26,INFY,EQ,648.75,645.3,648.7,629.9,634.05,633.6,636.49,5464141,3477864472.15,111447,3187130,58.33,2018,10,-2.3352601156069297,Negative,629.0971389636403,681.2464285714295,733.3957181792188,Hold Buy/Liquidate Short
2018-10-29,INFY,EQ,633.6,633.7,650.55,631.5,646.1,644.75,637.82,7137446,4552389117.6,123494,5228816,73.26,2018,10,1.7597853535353591,Positive,624.466348297217,676.267857142858,728.069365988499,Hold Buy/Liquidate Short
2018-10-30,INFY,EQ,644.75,641.1,663.8,637.45,658.9,659.6,657.39,8793411,5780678040.35,148842,5764870,65.56,2018,10,2.303218301667309,Positive,625.5837096862786,672.1142857142867,718.6448617422948,Hold Buy/Liquidate Short
2018-10-31,INFY,EQ,659.6,663.9,692.95,663.05,685.95,686.4,681.52,11947995,8142844240.2,223319,7659197,64.1,2018,10,4.06306852637961,Among top gainers,626.6528659940016,671.1107142857152,715.5685625774288,Hold Short/Liquidate Buy
2018-11-01,INFY,EQ,686.4,689.7,689.7,659.6,667.0,666.7,671.01,5860244,3932276784.2,125725,3282959,56.02,2018,11,-2.870046620046607,Negative,626.1388444118107,670.6357142857152,715.1325841596196,Hold Buy/Liquidate Short
2018-11-02,INFY,EQ,666.7,665.95,675.8,660.1,663.2,662.25,665.4,6654067,4427642405.45,148487,3761960,56.54,2018,11,-0.667466626668678,Slight negative,625.0117085532614,669.4535714285723,713.8954343038832,Hold Buy/Liquidate Short
2018-11-05,INFY,EQ,662.25,663.5,668.6,657.0,663.7,666.0,662.36,5799426,3841307500.55,140183,3670964,63.3,2018,11,0.5662514156285381,Slight positive,625.9996980085124,667.1107142857153,708.2217305629182,Hold Buy/Liquidate Short
2018-11-06,INFY,EQ,666.0,667.9,675.0,660.65,667.1,666.45,668.4,6975525,4662445093.8,240509,4371014,62.66,2018,11,0.06756756756758353,Slight or No change,627.259606418103,665.0535714285725,702.847536439042,Hold Short/Liquidate Buy
2018-11-07,INFY,EQ,666.45,673.0,677.5,672.0,677.45,675.5,674.86,758956,512188500.7,31522,307741,40.55,2018,11,1.357941330932544,Positive,632.2172390730717,662.9214285714296,693.6256180697875,Hold Short/Liquidate Buy
2018-11-09,INFY,EQ,675.5,679.0,679.0,655.5,658.7,659.5,661.4,9694143,6411724146.3,244092,7091290,73.15,2018,11,-2.3686158401184265,Negative,632.8715709211765,661.2035714285724,689.5355719359684,Hold Buy/Liquidate Short
2018-11-12,INFY,EQ,659.5,666.0,676.4,662.3,665.05,664.2,669.82,7118080,4767832301.9,120785,3845132,54.02,2018,11,0.7126611068991817,Slight positive,633.7749386204424,660.0785714285724,686.3822042367025,Hold Short/Liquidate Buy
2018-11-13,INFY,EQ,664.2,663.5,667.75,656.3,664.45,665.7,663.83,4137808,2746782460.75,129103,2641999,63.85,2018,11,0.2258355916892496,Slight or No change,634.2323043918682,660.657142857144,687.0819813224198,Hold Short/Liquidate Buy
2018-11-14,INFY,EQ,665.7,665.7,665.7,640.5,652.4,653.2,648.72,7323026,4750599516.35,174358,4361316,59.56,2018,11,-1.8777226979119763,Negative,634.8450875736987,660.9000000000012,686.9549124263037,Hold Buy/Liquidate Short
2018-11-15,INFY,EQ,653.2,654.0,666.0,646.7,655.65,656.4,660.71,5513390,3642738196.2,130605,3270275,59.32,2018,11,0.4898958971218503,Slight or No change,636.1802315032213,661.4464285714297,686.7126256396381,Hold Buy/Liquidate Short
2018-11-16,INFY,EQ,656.4,659.9,662.5,644.2,652.0,650.85,649.95,8583785,5579053175.15,153414,5561153,64.79,2018,11,-0.8455210237659938,Slight negative,641.9952926270421,662.6785714285726,683.3618502301031,Hold Buy/Liquidate Short
2018-11-19,INFY,EQ,650.85,659.0,662.0,649.25,651.95,651.7,652.75,6018930,3928880482.15,96075,4076816,67.73,2018,11,0.13059844818315014,Slight or No change,644.0721307027352,663.1750000000012,682.2778692972672,Hold Buy/Liquidate Short
2018-11-20,INFY,EQ,651.7,651.7,656.0,640.1,640.6,641.4,645.31,5384830,3474899740.35,105300,3188270,59.21,2018,11,-1.5804818167868715,Negative,639.5232748901033,661.8750000000011,684.226725109899,Hold Buy/Liquidate Short
2018-11-21,INFY,EQ,641.4,640.0,640.05,612.1,619.5,619.1,618.73,14359086,8884401044.4,306110,7301207,50.85,2018,11,-3.4767695665731124,Among top losers,629.1757406071948,657.0678571428583,684.9599736785218,Buy
2018-11-22,INFY,EQ,619.1,622.25,628.15,616.75,620.85,620.75,623.11,6632975,4133099492.0,120189,3211872,48.42,2018,11,0.2665159101921999,Slight or No change,620.4861548390116,653.7857142857155,687.0852737324193,Hold Buy/Liquidate Short
2018-11-26,INFY,EQ,620.75,621.0,628.0,599.85,621.2,621.45,613.78,15075209,9252894700.6,263089,8758922,58.1,2018,11,0.11276681433749493,Slight or No change,613.8315391736827,650.8714285714298,687.9113179691768,Hold Buy/Liquidate Short
2018-11-27,INFY,EQ,621.45,625.5,641.0,625.3,641.0,638.9,634.88,12285851,7800040730.95,200385,7331501,59.67,2018,11,2.8079491511786796,Positive,612.4735858071041,648.9357142857154,685.3978427643268,Hold Buy/Liquidate Short
2018-11-28,INFY,EQ,638.9,640.95,668.7,640.0,664.5,666.4,659.36,17719890,11683706177.25,310146,10672554,60.23,2018,11,4.304272969165757,Among top gainers,612.4773952050538,648.932142857144,685.3868905092341,Hold Short/Liquidate Buy
2018-11-29,INFY,EQ,666.4,671.0,674.9,658.8,665.0,661.05,667.03,13399070,8937609219.4,170549,7390099,55.15,2018,11,-0.8028211284513809,Slight negative,613.9536169366926,647.9000000000011,681.8463830633096,Hold Short/Liquidate Buy
2018-11-30,INFY,EQ,661.05,661.0,672.0,660.95,670.0,667.45,667.52,10445773,6972740710.3,118396,6667707,63.83,2018,11,0.9681567203691176,Slight positive,613.4369343823242,648.4678571428583,683.4987799033923,Hold Short/Liquidate Buy
2018-12-03,INFY,EQ,667.45,673.15,679.0,665.95,672.45,670.35,670.58,8260890,5539597359.0,103845,6137214,74.29,2018,12,0.43448947486701694,Slight or No change,612.8861477582293,648.907142857144,684.9281379560587,Hold Short/Liquidate Buy
2018-12-04,INFY,EQ,670.35,672.55,688.25,671.3,683.0,685.25,682.83,7827923,5345133353.5,129170,4357939,55.67,2018,12,2.222719474901158,Positive,610.1944229557773,650.3035714285725,690.4127199013676,Hold Short/Liquidate Buy
2018-12-05,INFY,EQ,685.25,683.0,683.65,672.5,682.05,681.4,678.97,5177288,3515206693.5,96257,3101033,59.9,2018,12,-0.5618387449835893,Slight negative,608.8872297514847,652.3178571428581,695.7484845342315,Hold Short/Liquidate Buy
2018-12-06,INFY,EQ,681.4,676.1,685.45,664.55,669.7,668.5,672.12,8039771,5403659737.5,229269,3922722,48.79,2018,12,-1.8931611388318117,Negative,608.9277974443373,653.1821428571438,697.4364882699504,Hold Short/Liquidate Buy
2018-12-07,INFY,EQ,668.5,672.0,685.75,665.6,681.0,682.8,679.07,5553948,3771508978.7,125999,3024829,54.46,2018,12,2.139117427075532,Positive,608.5148296090737,655.4642857142866,702.4137418194995,Hold Short/Liquidate Buy
2018-12-10,INFY,EQ,682.8,669.9,683.8,665.2,670.3,669.2,671.47,5121196,3438717512.95,119910,3114377,60.81,2018,12,-1.9917984768599744,Negative,609.2673367392804,656.7142857142866,704.1612346892928,Hold Short/Liquidate Buy
2018-12-11,INFY,EQ,669.2,669.2,681.9,660.6,673.25,674.5,672.27,7120933,4787161579.1,204697,3767399,52.91,2018,12,0.791990436341905,Slight positive,611.6201245952843,659.0785714285723,706.5370182618603,Hold Short/Liquidate Buy
2018-12-12,INFY,EQ,674.5,677.1,680.65,670.6,678.1,678.5,675.12,6926183,4675985775.85,92411,3725735,53.79,2018,12,0.5930318754633124,Slight positive,620.9063783708192,663.3214285714295,705.7364787720397,Hold Short/Liquidate Buy
2018-12-13,INFY,EQ,678.5,682.0,700.0,680.0,695.35,697.75,690.27,7521474,5191853566.0,187302,4679887,62.22,2018,12,2.8371407516580627,Positive,630.4052117575699,668.8214285714295,707.237645385289,Hold Short/Liquidate Buy
2018-12-14,INFY,EQ,697.75,697.45,713.7,694.4,706.15,706.05,705.93,9560576,6749101214.85,158039,4777005,49.97,2018,12,1.1895378000716494,Positive,642.3915414372345,674.8642857142866,707.3370299913386,Hold Short/Liquidate Buy
2018-12-17,INFY,EQ,706.05,711.85,711.85,692.75,692.75,694.4,697.79,4778465,3334376899.1,95026,2319758,48.55,2018,12,-1.6500247857800354,Negative,652.2535480393911,678.8285714285722,705.4035948177533,Hold Short/Liquidate Buy
2018-12-18,INFY,EQ,694.4,686.5,686.5,674.55,677.0,676.6,679.65,8021298,5451686819.05,191277,4277069,53.32,2018,12,-2.5633640552995334,Negative,653.9067160457231,679.5571428571437,705.2075696685644,Hold Buy/Liquidate Short
2018-12-19,INFY,EQ,676.6,671.55,671.55,661.1,664.6,664.85,665.07,8295459,5517046524.6,263253,4781304,57.64,2018,12,-1.7366242979603874,Negative,654.953043933954,679.8285714285723,704.7040989231907,Hold Buy/Liquidate Short
2018-12-20,INFY,EQ,664.85,660.0,671.55,656.4,666.9,667.05,664.34,11705260,7776239037.15,237519,6351199,54.26,2018,12,0.330901707151976,Slight or No change,654.862385531326,679.8000000000009,704.7376144686757,Hold Buy/Liquidate Short
2018-12-21,INFY,EQ,667.05,659.5,659.5,643.45,646.55,646.2,651.1,12802132,8335493758.1,228130,6537301,51.06,2018,12,-3.1257027209354526,Among top losers,647.596135948829,678.0750000000008,708.5538640511727,Buy
2018-12-24,INFY,EQ,646.2,657.0,658.8,647.6,648.5,649.0,652.59,8379825,5468562526.0,140084,3230709,38.55,2018,12,0.4333023831631033,Slight or No change,641.6574732715334,675.4857142857152,709.313955299897,Hold Buy/Liquidate Short
