Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Year,Month,Day_Perc_Change,Trend,lower,avg,upper,Call
2018-12-26,INFY,EQ,649.0,647.0,647.0,637.35,643.9,644.05,641.76,6178552,3965160751.65,129003,3192480,51.67,2018,12,-0.7627118644067843,Slight negative,635.3079895765912,672.817857142858,710.3277247091247,Hold Buy/Liquidate Short
2018-12-27,INFY,EQ,644.05,652.75,663.25,649.0,656.35,656.8,658.16,15333902,10092126950.95,182988,7084546,46.2,2018,12,1.979659964288483,Positive,633.5479111770532,671.9821428571437,710.4163745372342,Hold Buy/Liquidate Short
2018-12-28,INFY,EQ,656.8,663.35,663.5,653.3,656.1,656.95,658.29,4736598,3118076701.95,105527,2225579,46.99,2018,12,0.02283800243607637,Slight or No change,631.457248232012,670.1357142857152,708.8141803394183,Hold Buy/Liquidate Short
2018-12-31,INFY,EQ,656.95,660.0,662.0,655.8,659.6,658.95,659.27,3373319,2223919550.25,65442,1517551,44.99,2018,12,0.304437171778682,Slight or No change,630.2635178873145,669.4035714285723,708.54362496983,Hold Buy/Liquidate Short
2019-01-01,INFY,EQ,658.95,660.95,666.3,654.15,665.95,665.05,660.66,2943390,1944579422.55,45422,1282161,43.56,2019,1,0.9257151528947459,Slight positive,629.6412192682527,668.7285714285723,707.8159235888919,Hold Buy/Liquidate Short
2019-01-02,INFY,EQ,665.05,666.0,674.0,662.05,668.0,669.05,669.97,7416655,4968962632.6,108094,3880800,52.33,2019,1,0.6014585369521042,Slight positive,629.3688007362153,668.0535714285722,706.7383421209291,Hold Short/Liquidate Buy
2019-01-03,INFY,EQ,669.05,672.0,677.0,663.1,668.0,669.15,669.66,6827249,4571929258.25,125781,3676359,53.85,2019,1,0.0149465660264525,Slight or No change,631.2607905763604,666.010714285715,700.7606379950697,Hold Short/Liquidate Buy
2019-01-04,INFY,EQ,669.15,671.75,673.9,651.0,660.25,661.05,660.17,7889310,5208304588.7,187590,3747741,47.5,2019,1,-1.210490921318097,Negative,636.7705105934366,662.7964285714294,688.8223465494222,Hold Buy/Liquidate Short
2019-01-07,INFY,EQ,661.05,665.0,673.6,661.5,671.7,671.7,667.51,8046340,5370973786.6,132736,4711672,58.56,2019,1,1.61107329248924,Positive,641.6021479220497,661.1750000000009,680.7478520779521,Hold Short/Liquidate Buy
2019-01-08,INFY,EQ,671.7,674.95,677.45,668.55,670.0,670.05,672.86,8621545,5801122719.75,134369,5652959,65.57,2019,1,-0.2456453774006384,Slight or No change,642.4539299831423,660.7071428571436,678.9603557311449,Hold Short/Liquidate Buy
2019-01-09,INFY,EQ,670.05,686.2,689.8,664.0,675.6,676.1,678.41,18130292,12299738074.8,314702,8029281,44.29,2019,1,0.9029176927095149,Slight positive,641.5602302517215,661.510714285715,681.4611983197086,Hold Short/Liquidate Buy
2019-01-10,INFY,EQ,676.1,681.6,682.0,672.55,680.8,679.7,677.63,9572493,6486610275.85,141449,6064060,63.35,2019,1,0.5324656115959225,Slight positive,640.3492967891241,662.4142857142866,684.4792746394492,Hold Short/Liquidate Buy
2019-01-11,INFY,EQ,679.7,680.2,685.5,672.5,684.35,683.5,679.18,12281903,8341603861.1,159694,6409592,52.19,2019,1,0.5590701780197049,Slight positive,642.4468471226621,665.0785714285722,687.7102957344823,Hold Short/Liquidate Buy
2019-01-14,INFY,EQ,683.5,707.0,710.2,695.95,701.3,701.9,701.27,19312937,13543620376.15,289248,7316609,37.88,2019,1,2.6920263350402207,Positive,640.7800824931197,668.8571428571437,696.9342032211676,Short
2019-01-15,INFY,EQ,701.9,707.2,730.0,707.2,728.3,726.6,721.52,19671304,14193222353.15,285205,8770235,44.58,2019,1,3.5190198033908,Among top gainers,636.3462911834438,674.7535714285723,713.1608516737008,Short
2019-01-16,INFY,EQ,726.6,729.9,737.8,728.5,735.95,736.8,734.12,9658944,7090838080.1,175301,3769918,39.03,2019,1,1.4037985136250877,Positive,631.2761660504482,680.467857142858,729.6595482352677,Short
2019-01-17,INFY,EQ,736.8,735.8,739.0,729.1,733.2,733.35,733.06,6903771,5060865130.15,155361,3662842,53.06,2019,1,-0.4682410423452632,Slight or No change,631.3189176393996,685.9250000000009,740.5310823606021,Hold Short/Liquidate Buy
2019-01-18,INFY,EQ,733.35,730.0,736.2,726.3,734.0,730.95,730.43,5902151,4311101798.25,117506,3555997,60.25,2019,1,-0.3272652894252381,Slight or No change,633.903470607922,691.067857142858,748.2322436777939,Hold Short/Liquidate Buy
2019-01-21,INFY,EQ,730.95,738.2,751.0,734.0,743.25,745.0,744.87,8129422,6055327086.3,207759,4205100,51.73,2019,1,1.9221560982283223,Positive,635.0211836514136,696.7785714285723,758.5359592057309,Hold Short/Liquidate Buy
2019-01-22,INFY,EQ,745.0,741.25,749.0,734.0,747.0,745.35,739.94,6723375,4974904338.9,184880,4348471,64.68,2019,1,0.04697986577182345,Slight or No change,637.6116087319614,702.2285714285724,766.8455341251835,Hold Short/Liquidate Buy
2019-01-23,INFY,EQ,745.35,742.35,742.6,729.2,731.65,731.65,735.7,7212099,5305910421.7,114457,4265475,59.14,2019,1,-1.8380626551284696,Negative,643.2959285938042,706.6928571428581,770.089785691912,Hold Short/Liquidate Buy
2019-01-24,INFY,EQ,731.65,728.1,736.1,721.0,734.0,732.0,727.66,7429783,5406365017.9,138534,3721327,50.09,2019,1,0.04783708057132241,Slight or No change,652.8999374987982,711.7607142857153,770.6214910726324,Hold Short/Liquidate Buy
2019-01-25,INFY,EQ,732.0,728.0,737.9,724.25,730.3,730.35,731.7,5543112,4055912046.45,86157,3056302,55.14,2019,1,-0.22540983606557094,Slight or No change,661.1639265309427,715.950000000001,770.7360734690592,Hold Short/Liquidate Buy
2019-01-28,INFY,EQ,730.35,731.0,732.6,719.0,731.0,727.95,725.12,7944693,5760882919.0,128705,5442114,68.5,2019,1,-0.3286095707537462,Slight or No change,671.8789412446155,720.0857142857154,768.2924873268154,Hold Short/Liquidate Buy
2019-01-29,INFY,EQ,727.95,725.5,732.85,716.5,730.05,727.9,721.76,6760819,4879714902.6,137242,4100300,60.65,2019,1,-0.006868603612897317,Slight or No change,682.6955240176375,723.7857142857154,764.8759045537932,Hold Short/Liquidate Buy
2019-01-30,INFY,EQ,727.9,727.9,734.8,721.1,724.3,725.9,726.45,5763026,4186556191.95,125751,3267862,56.7,2019,1,-0.2747630168979276,Slight or No change,694.7615288043139,727.0857142857152,759.4098997671165,Hold Buy/Liquidate Short
2019-01-31,INFY,EQ,725.9,726.0,751.3,726.0,750.0,749.55,744.47,13825233,10292423934.85,265809,8145259,58.92,2019,1,3.25802452128392,Among top gainers,709.0062212354644,731.8035714285724,754.6009216216803,Hold Short/Liquidate Buy
2019-02-01,INFY,EQ,749.55,751.35,762.5,744.5,756.7,757.05,753.37,6276585,4728608322.0,119145,2274954,36.25,2019,2,1.0006003602161195,Positive,716.4078010113808,735.742857142858,755.0779132743353,Short
2019-02-04,INFY,EQ,757.05,757.0,762.5,749.2,755.9,755.9,754.39,3945391,2976361896.65,110537,1894178,48.01,2019,2,-0.15190542236311888,Slight or No change,716.5219979157936,737.8357142857151,759.1494306556366,Hold Short/Liquidate Buy
2019-02-05,INFY,EQ,755.9,747.0,759.95,747.0,755.0,754.85,753.48,4694366,3537094842.65,98651,2610466,55.61,2019,2,-0.13890726286545085,Slight or No change,715.9764246990352,739.1250000000009,762.2735753009666,Hold Short/Liquidate Buy
2019-02-06,INFY,EQ,754.85,755.55,766.95,754.35,763.75,763.3,762.75,5880482,4485360735.15,150791,3188901,54.23,2019,2,1.1194277008677034,Positive,715.0783109428904,741.2642857142865,767.4502604856826,Hold Short/Liquidate Buy
2019-02-07,INFY,EQ,763.3,763.05,769.45,761.0,763.0,764.0,766.2,3961797,3035522378.45,102039,2154773,54.39,2019,2,0.09170706144374652,Slight or No change,715.5533951295469,743.6250000000008,771.6966048704547,Hold Short/Liquidate Buy
2019-02-08,INFY,EQ,764.0,760.0,772.25,754.9,760.9,760.9,763.4,5915169,4515625944.3,92824,2722938,46.03,2019,2,-0.4057591623036649,Slight or No change,715.2022929014774,744.760714285715,774.3191356699526,Hold Short/Liquidate Buy
2019-02-11,INFY,EQ,760.9,766.9,768.75,759.0,760.45,762.8,764.82,5500216,4206653296.0,101154,3149841,57.27,2019,2,0.24970429754238574,Slight or No change,714.9100527844072,746.0071428571435,777.1042329298799,Hold Short/Liquidate Buy
2019-02-12,INFY,EQ,762.8,760.35,760.35,741.0,750.4,750.45,748.38,7310690,5471189240.6,148513,3259568,44.59,2019,2,-1.6190351337178719,Negative,717.3181707311462,747.3500000000007,777.3818292688552,Hold Short/Liquidate Buy
2019-02-13,INFY,EQ,750.45,750.1,759.7,743.65,754.0,754.9,753.01,5050182,3802821367.55,133702,2418277,47.88,2019,2,0.5929775468052512,Slight positive,720.0819900494145,748.9857142857151,777.8894385220157,Hold Short/Liquidate Buy
2019-02-14,INFY,EQ,754.9,751.0,753.0,737.25,740.35,740.05,745.6,4610535,3437611369.95,113149,2466085,53.49,2019,2,-1.9671479666180993,Negative,722.2729652000999,749.6785714285721,777.0841776570444,Hold Buy/Liquidate Short
2019-02-15,INFY,EQ,740.05,742.3,746.5,732.6,742.05,741.95,739.44,5586389,4130795666.45,93850,2900003,51.91,2019,2,0.2567394094993736,Slight or No change,725.7814380042184,750.6785714285721,775.5757048529258,Hold Buy/Liquidate Short
2019-02-18,INFY,EQ,741.95,742.35,747.65,736.0,741.0,741.05,739.9,5346825,3956112147.95,105532,3060004,57.23,2019,2,-0.12130197452659976,Slight or No change,729.5964477299642,751.6178571428578,773.6392665557514,Hold Buy/Liquidate Short
2019-02-19,INFY,EQ,741.05,739.1,740.55,721.3,724.0,724.3,726.7,9401334,6831940830.9,124664,4041288,42.99,2019,2,-2.260306322110517,Negative,728.8983486049875,751.5035714285721,774.1087942521566,Buy
2019-02-20,INFY,EQ,724.3,727.0,743.0,726.05,740.55,740.7,734.78,5210675,3828686486.05,130965,2558375,49.1,2019,2,2.2642551428966096,Positive,727.5473335922834,750.8714285714293,774.1955235505752,Hold Buy/Liquidate Short
2019-02-21,INFY,EQ,740.7,738.0,738.0,727.1,734.0,733.45,732.23,7202786,5274097398.6,151794,4504900,62.54,2019,2,-0.978803834210884,Slight negative,724.4185390928152,749.1857142857151,773.952889478615,Hold Buy/Liquidate Short
2019-02-22,INFY,EQ,733.45,732.5,738.2,728.0,734.9,734.95,733.71,3750833,2752041713.0,99246,1775166,47.33,2019,2,0.2045129183993355,Slight or No change,722.1500796976758,747.6892857142866,773.2284917308974,Hold Buy/Liquidate Short
2019-02-25,INFY,EQ,734.95,735.55,758.0,735.55,755.0,754.9,749.2,6547552,4905413918.05,155205,3296211,50.34,2019,2,2.714470372134148,Positive,722.1493239511686,747.692857142858,773.2363903345473,Hold Short/Liquidate Buy
2019-02-26,INFY,EQ,754.9,748.6,752.6,740.15,741.55,742.5,745.77,8319610,6204521714.05,188778,5101741,61.32,2019,2,-1.642601669095245,Negative,722.2006419060482,746.2071428571437,770.2136438082392,Hold Buy/Liquidate Short
2019-02-27,INFY,EQ,742.5,745.0,746.4,732.75,734.5,735.25,738.56,5936354,4384324580.2,181469,3554571,59.88,2019,2,-0.9764309764309752,Slight negative,721.8449161821442,744.1535714285723,766.4622266750004,Hold Buy/Liquidate Short
2019-02-28,INFY,EQ,735.25,738.7,742.4,732.3,734.7,734.3,735.59,8559921,6296619713.6,142436,4612032,53.88,2019,2,-0.1292077524651547,Slight or No change,721.6208317884314,742.2535714285723,762.8863110687132,Hold Buy/Liquidate Short
2019-03-01,INFY,EQ,734.3,735.5,743.4,735.5,741.8,741.9,740.0,3998826,2959115940.15,86883,2141670,53.56,2019,3,1.0349993190793991,Positive,723.8416681872486,740.7607142857152,757.6797603841817,Hold Short/Liquidate Buy
2019-03-05,INFY,EQ,741.9,740.5,742.5,730.25,732.75,732.5,734.79,4826505,3546464354.0,187167,2953053,61.18,2019,3,-1.267017118210001,Negative,723.0079115339122,739.4785714285723,755.9492313232324,Hold Buy/Liquidate Short
2019-03-06,INFY,EQ,732.5,736.1,736.1,727.0,732.25,732.5,732.02,6076668,4448254459.45,201307,3216638,52.93,2019,3,0.0,Slight or No change,723.6636435065913,737.8785714285723,752.0934993505533,Hold Buy/Liquidate Short
2019-03-07,INFY,EQ,732.5,734.0,734.5,720.55,723.3,722.95,724.84,5951551,4313906549.5,132988,3097595,52.05,2019,3,-1.3037542662115986,Negative,720.4472761019008,736.6571428571439,752.8670096123869,Hold Buy/Liquidate Short
2019-03-08,INFY,EQ,722.95,722.95,722.95,710.65,713.2,712.35,714.77,7193994,5142023171.55,154378,3414734,47.47,2019,3,-1.466214814302513,Negative,714.1301214069811,734.5428571428581,754.9555928787352,Buy
2019-03-11,INFY,EQ,712.35,713.3,718.5,709.4,711.05,711.25,712.07,9932198,7072398150.5,173911,6593102,66.38,2019,3,-0.15441847406472142,Slight or No change,708.9393095588676,732.4142857142867,755.8892618697058,Hold Buy/Liquidate Short
2019-03-12,INFY,EQ,711.25,709.0,714.95,705.6,706.75,706.95,708.99,11997387,8505977966.95,224748,8806754,73.41,2019,3,-0.6045694200351392,Slight negative,704.2730198040277,731.1750000000011,758.0769801959744,Hold Buy/Liquidate Short
2019-03-13,INFY,EQ,706.95,710.0,718.6,706.3,709.0,708.45,710.81,11348867,8066893616.5,183506,5754904,50.71,2019,3,0.21217907914279355,Slight or No change,700.0297462805912,728.8714285714296,757.7131108622681,Hold Buy/Liquidate Short
2019-03-14,INFY,EQ,708.45,714.0,714.9,706.2,708.45,708.35,710.02,6415187,4554911140.75,158840,3794127,59.14,2019,3,-0.014115322182228772,Slight or No change,696.4008241868466,727.0785714285724,757.7563186702982,Hold Buy/Liquidate Short
2019-03-15,INFY,EQ,708.35,712.0,723.75,709.6,720.0,718.55,717.57,14638664,10504207794.75,174230,9286884,63.44,2019,3,1.439966118444258,Positive,695.271722001669,725.9071428571439,756.5425637126187,Hold Buy/Liquidate Short
2019-03-18,INFY,EQ,718.55,721.55,723.7,705.35,709.5,710.2,715.0,8065544,5766884632.4,169894,4656010,57.73,2019,3,-1.162062486952875,Negative,696.0331074283048,722.7142857142868,749.3954640002688,Hold Buy/Liquidate Short
2019-03-19,INFY,EQ,710.2,712.8,726.5,707.4,725.9,722.25,715.22,8917337,6377897941.45,165399,5704607,63.97,2019,3,1.6967051534778843,Positive,697.1331197410623,721.2678571428581,745.402594544654,Hold Short/Liquidate Buy
2019-03-20,INFY,EQ,722.25,727.25,742.3,727.15,737.8,738.95,737.53,13471173,9935368276.45,368666,6929551,51.44,2019,3,2.3122187608169087,Positive,696.6678463305713,721.532142857144,746.3964393837167,Hold Short/Liquidate Buy
2019-03-22,INFY,EQ,738.95,745.0,746.35,732.3,745.0,743.1,741.4,8883260,6586009782.7,186950,5182729,58.34,2019,3,0.5616076865823105,Slight positive,695.524239046114,722.1607142857155,748.797189525317,Hold Short/Liquidate Buy
2019-03-25,INFY,EQ,743.1,742.4,742.4,730.55,733.95,735.25,735.24,7644966,5620907954.85,150353,4078146,53.34,2019,3,-1.0563854124613137,Negative,696.3606756397296,721.6857142857154,747.0107529317013,Hold Short/Liquidate Buy
2019-03-26,INFY,EQ,735.25,735.25,735.25,719.1,727.8,727.75,724.65,9406261,6816221095.1,220918,5868934,62.39,2019,3,-1.020061203672218,Negative,696.5231930453925,721.3464285714298,746.169664097467,Hold Short/Liquidate Buy
2019-03-27,INFY,EQ,727.75,730.0,732.3,727.15,728.9,729.7,730.32,7387487,5395199920.75,122789,5505910,74.53,2019,3,0.267949158364833,Slight or No change,696.6675691118337,721.1464285714299,745.625288031026,Hold Short/Liquidate Buy
2019-03-28,INFY,EQ,729.7,730.0,745.0,730.0,739.1,737.8,739.73,9277241,6862616740.6,187881,5521081,59.51,2019,3,1.110045224064682,Positive,696.1552166875506,722.207142857144,748.2590690267375,Hold Short/Liquidate Buy
2019-03-29,INFY,EQ,737.8,743.9,747.95,740.0,742.15,743.85,743.49,6924061,5147991154.0,155083,4592403,66.33,2019,3,0.8200054215234509,Slight positive,696.687988493552,724.457142857144,752.2262972207361,Hold Short/Liquidate Buy
2019-04-01,INFY,EQ,743.85,742.0,760.0,742.0,753.75,755.1,754.32,6584982,4967199559.5,149150,3788889,57.54,2019,4,1.5124016938898863,Positive,696.5390985830929,727.5892857142869,758.6394728454809,Hold Short/Liquidate Buy
2019-04-02,INFY,EQ,755.1,759.0,765.8,754.6,755.0,759.4,760.56,7283600,5539625142.55,169885,4249666,58.35,2019,4,0.5694609985432253,Slight positive,698.4124368394282,731.3357142857154,764.2589917320026,Hold Short/Liquidate Buy
2019-04-03,INFY,EQ,759.4,756.0,758.5,746.8,751.65,753.3,752.48,6897127,5189955761.45,200625,4213270,61.09,2019,4,-0.8032657361074613,Slight negative,702.4921766745438,734.5392857142867,766.5863947540297,Hold Short/Liquidate Buy
2019-04-04,INFY,EQ,753.3,751.4,753.8,745.1,748.95,747.9,748.43,7688525,5754345632.5,178872,5138276,66.83,2019,4,-0.7168458781361964,Slight negative,708.4415390478957,737.3642857142867,766.2870323806776,Hold Short/Liquidate Buy
2019-04-05,INFY,EQ,747.9,750.9,760.95,748.0,759.55,759.3,758.69,6276040,4761576372.7,148065,3851738,61.37,2019,4,1.5242679502607268,Positive,711.3066153764973,740.2750000000009,769.2433846235044,Hold Short/Liquidate Buy
2019-04-08,INFY,EQ,759.3,763.05,770.0,755.4,769.15,767.25,762.8,4919911,3752910223.7,143815,2380635,48.39,2019,4,1.0470169893322945,Positive,717.6438497431528,744.3500000000009,771.056150256849,Hold Short/Liquidate Buy
2019-04-09,INFY,EQ,767.25,770.0,773.0,758.2,760.8,760.6,765.16,6730692,5150087734.7,146107,3353329,49.82,2019,4,-0.8667318344737662,Slight negative,722.3533828580585,747.0892857142866,771.8251885705147,Hold Short/Liquidate Buy
2019-04-10,INFY,EQ,760.6,764.0,766.7,751.3,752.85,752.7,759.53,7031088,5340336510.75,134089,4201714,59.76,2019,4,-1.038653694451741,Negative,723.6376022616859,748.0714285714295,772.5052548811731,Hold Short/Liquidate Buy
2019-04-11,INFY,EQ,752.7,751.75,751.75,740.05,743.4,742.7,744.27,8200995,6103734443.1,158348,5047043,61.54,2019,4,-1.328550551348484,Negative,723.583067309661,748.0428571428581,772.5026469760552,Hold Buy/Liquidate Short
2019-04-12,INFY,EQ,742.7,743.1,751.55,740.6,748.0,747.75,746.82,7043212,5260021360.65,165165,2587611,36.74,2019,4,0.6799515282078783,Slight positive,725.6008137626698,748.9357142857152,772.2706148087607,Hold Buy/Liquidate Short
2019-04-15,INFY,EQ,747.75,724.7,731.35,712.6,728.2,727.5,724.58,31574803,22878628207.35,566543,16753549,53.06,2019,4,-2.7081243731193583,Negative,725.5128410090755,748.9178571428581,772.3228732766407,Hold Buy/Liquidate Short
2019-04-16,INFY,EQ,727.5,727.9,727.9,714.1,724.0,724.1,722.4,12524411,9047646705.5,343101,7260034,57.97,2019,4,-0.4673539518900261,Slight or No change,723.5582403082525,748.517857142858,773.4774739774635,Hold Buy/Liquidate Short
2019-04-18,INFY,EQ,724.1,722.5,722.5,712.75,715.7,717.05,716.8,13801105,9892653588.75,302789,8498108,61.58,2019,4,-0.9736224278414696,Slight negative,717.3227689439625,747.0357142857152,776.748659627468,Buy
2019-04-22,INFY,EQ,717.05,717.05,725.75,715.0,721.3,721.05,721.04,6455426,4654646596.75,115955,3535056,54.76,2019,4,0.5578411547311868,Slight positive,712.6034409754087,745.4071428571436,778.2108447388786,Hold Buy/Liquidate Short
2019-04-23,INFY,EQ,721.05,723.9,730.0,718.4,725.8,728.2,726.32,5516668,4006855184.0,130836,2893716,52.45,2019,4,0.9916094584286884,Slight positive,709.9838560462473,743.4857142857152,776.987572525183,Hold Buy/Liquidate Short
2019-04-24,INFY,EQ,728.2,728.2,737.9,724.0,735.0,736.45,733.43,8285120,6076539568.25,174385,4993503,60.27,2019,4,1.1329305135951762,Positive,709.4720211984726,741.8464285714296,774.2208359443865,Hold Buy/Liquidate Short
2019-04-25,INFY,EQ,736.45,736.45,737.65,727.05,730.05,728.55,730.72,8005235,5849611510.2,174336,5361863,66.98,2019,4,-1.0727136940729245,Negative,707.6953441867372,740.0785714285723,772.4617986704075,Hold Buy/Liquidate Short
2019-04-26,INFY,EQ,728.55,731.0,739.8,729.0,738.6,738.0,736.11,6895168,5075636517.95,151426,4168443,60.45,2019,4,1.2970969734404036,Positive,707.292997900827,739.3714285714295,771.4498592420321,Hold Buy/Liquidate Short
2019-04-30,INFY,EQ,738.0,738.0,753.8,738.0,748.85,751.35,748.61,9920046,7426241722.4,165676,6888736,69.44,2019,4,1.808943089430892,Positive,707.9882040263361,738.8035714285725,769.6189388308088,Hold Short/Liquidate Buy
2019-05-02,INFY,EQ,751.35,747.0,748.4,729.5,730.8,730.8,738.19,6351352,4688477302.55,115522,4071262,64.1,2019,5,-2.735076861649044,Negative,709.9109850375633,736.200000000001,762.4890149624387,Hold Buy/Liquidate Short
2019-05-03,INFY,EQ,730.8,722.9,731.0,718.2,723.65,723.6,725.26,6348116,4604058031.1,133663,3735602,58.85,2019,5,-0.9852216748768349,Slight negative,710.6075037735127,733.5571428571438,756.506781940775,Hold Buy/Liquidate Short
2019-05-06,INFY,EQ,723.6,715.0,721.8,710.65,717.15,718.4,718.07,8858265,6360864406.15,148896,6519864,73.6,2019,5,-0.7186290768380399,Slight negative,709.6883568129391,731.1071428571438,752.5259289013485,Hold Buy/Liquidate Short
2019-05-07,INFY,EQ,718.4,720.4,727.9,718.7,724.4,724.55,724.51,5747536,4164126682.95,104342,3690425,64.21,2019,5,0.8560690423162542,Slight positive,709.2339843902762,729.8107142857151,750.387444181154,Hold Buy/Liquidate Short
2019-05-08,INFY,EQ,724.55,721.0,726.0,716.5,718.95,719.35,721.65,6247642,4508602896.15,162077,3950857,63.24,2019,5,-0.7176868401076453,Slight negative,709.3342700531571,727.7821428571436,746.2300156611302,Hold Buy/Liquidate Short
2019-05-09,INFY,EQ,719.35,719.15,730.3,715.8,722.0,721.05,724.48,7396525,5358635227.0,242225,4808832,65.01,2019,5,0.23632445958154946,Slight or No change,708.5243455617338,727.3214285714294,746.118511581125,Hold Buy/Liquidate Short
2019-05-10,INFY,EQ,721.05,720.8,726.0,715.0,716.5,716.85,717.88,8352335,5995942203.3,181229,5545377,66.39,2019,5,-0.5824838776783747,Slight negative,707.2403223556606,726.8035714285722,746.3668205014839,Hold Buy/Liquidate Short
2019-05-13,INFY,EQ,716.85,716.55,726.45,712.1,718.0,719.7,720.09,6808993,4903097928.5,201194,4745909,69.7,2019,5,0.3975727139569063,Slight or No change,707.7881358825955,726.992857142858,746.1975784031206,Hold Buy/Liquidate Short
